osquery> SELECT count(1) as num,path FROM process_memory_map GROUP BY path ORDER BY num DESC, path ASC;
+------+-------------------------------------------------------------------------------------+
| num  | path                                                                                |
| 8    | /usr/lib/x86_64-linux-gnu/libebook-1.2.so.19.1.3                                    |
| 8    | /usr/lib/x86_64-linux-gnu/libedata-cal-1.2.so.28.0.0                                |
| 8    | /usr/lib/x86_64-linux-gnu/libedit.so.2.0.56                                         |
| 8    | /usr/lib/x86_64-linux-gnu/libelf-0.170.so                                           |
| 8    | /usr/lib/x86_64-linux-gnu/libevdev.so.2.1.20                                        |
| 8    | /usr/lib/x86_64-linux-gnu/libexif.so.12.3.3                                         |
| 8    | /usr/lib/x86_64-linux-gnu/libgeoclue-2.so.0.0.0                                     |
| 8    | /usr/lib/x86_64-linux-gnu/libglapi.so.0.0.0                                         |
| 8    | /usr/lib/x86_64-linux-gnu/libgoa-backend-1.0.so.1.0.0                               |
| 8    | /usr/lib/x86_64-linux-gnu/libgstallocators-1.0.so.0.1401.0                          |
| 8    | /usr/lib/x86_64-linux-gnu/libgstapp-1.0.so.0.1401.0                                 |
| 8    | /usr/lib/x86_64-linux-gnu/libgstfft-1.0.so.0.1401.0                                 |
| 8    | /usr/lib/x86_64-linux-gnu/libgstgl-1.0.so.0.1401.0                                  |
| 8    | /usr/lib/x86_64-linux-gnu/libharfbuzz-icu.so.0.10702.0                              |
| 8    | /usr/lib/x86_64-linux-gnu/libhyphen.so.0.3.0                                        |
| 8    | /usr/lib/x86_64-linux-gnu/libinput.so.10.13.0                                       |
| 8    | /usr/lib/x86_64-linux-gnu/libmtdev.so.1.0.0                                         |
| 8    | /usr/lib/x86_64-linux-gnu/libnm.so.0.1.0                                            |
| 8    | /usr/lib/x86_64-linux-gnu/libpackagekit-glib2.so.18.1.3                             |
| 8    | /usr/lib/x86_64-linux-gnu/libpulse-mainloop-glib.so.0.0.5                           |
